Year,Trial,MOA,State,tResponse_ratio,Rep,n,Treat,combinedMOA,Group,numberofgroup
2010,19,40,Washington,-1.679640014,1,4,Treated,40Non-treatedP07,17,3
2010,19,40,Washington,-2.146600239,2,4,Treated,40Non-treatedP07,17,3
2010,19,40,Washington,-2.983754155,3,4,Treated,40Non-treatedP07,17,3
2010,19,40,Washington,-3.579538806,4,4,Treated,40Non-treatedP07,17,3
2011,20,Non-treated,Washington,0,1,4,Treated,3943Non-treatedP07,20,4
2011,20,Non-treated,Washington,0,2,4,Treated,3943Non-treatedP07,20,4
2011,20,Non-treated,Washington,0,3,4,Treated,3943Non-treatedP07,20,4
2011,20,Non-treated,Washington,0,4,4,Treated,3943Non-treatedP07,20,4
2011,20,P07,Washington,-0.441818466,1,4,Treated,3943Non-treatedP07,20,4
2011,20,P07,Washington,-0.610940662,2,4,Treated,3943Non-treatedP07,20,4
2011,20,P07,Washington,-0.902872757,3,4,Treated,3943Non-treatedP07,20,4
2011,20,P07,Washington,-1.062435907,4,4,Treated,3943Non-treatedP07,20,4
2011,20,43,Washington,-0.95264409,1,8,Treated,3943Non-treatedP07,20,4
2011,20,43,Washington,-1.157470971,2,8,Treated,3943Non-treatedP07,20,4
2011,20,43,Washington,-1.413760606,3,8,Treated,3943Non-treatedP07,20,4
2011,20,43,Washington,-1.573323757,4,8,Treated,3943Non-treatedP07,20,4
2011,20,43,Washington,-1.029645132,1,8,Treated,3943Non-treatedP07,20,4
2011,20,43,Washington,-1.157470971,2,8,Treated,3943Non-treatedP07,20,4
2011,20,43,Washington,-0.902872757,3,8,Treated,3943Non-treatedP07,20,4
2011,20,43,Washington,-1.536967225,4,8,Treated,3943Non-treatedP07,20,4
2011,20,39,Washington,-0.95264409,1,4,Treated,3943Non-treatedP07,20,4
2011,20,39,Washington,-0.722205308,2,4,Non-treated,3943Non-treatedP07,20,4
2011,20,39,Washington,-0.777753537,3,4,Non-treated,3943Non-treatedP07,20,4
2011,20,39,Washington,-0.438254931,4,4,Non-treated,3943Non-treatedP07,20,4
2014,23,Non-treated,Washington,0,1,4,Treated,2243Non-treatedP07,22,4
2014,23,Non-treated,Washington,0,2,4,Treated,2243Non-treatedP07,22,4
2014,23,Non-treated,Washington,0,3,4,Treated,2243Non-treatedP07,22,4
2014,23,Non-treated,Washington,0,4,4,Treated,2243Non-treatedP07,22,4
2014,23,43,Washington,-0.115142082,1,4,Treated,2243Non-treatedP07,22,4
2014,23,43,Washington,-0.160943581,2,4,Treated,2243Non-treatedP07,22,4
2014,23,43,Washington,-0.231511801,3,4,Treated,2243Non-treatedP07,22,4
2014,23,43,Washington,-0.967186052,4,4,Treated,2243Non-treatedP07,22,4
2014,23,22,Washington,0.155912795,1,4,Treated,2243Non-treatedP07,22,4
2014,23,22,Washington,-0.552871576,2,4,Treated,2243Non-treatedP07,22,4
2014,23,22,Washington,-0.094310679,3,4,Treated,2243Non-treatedP07,22,4
2014,23,22,Washington,-1.069624752,4,4,Treated,2243Non-treatedP07,22,4
2014,23,P07,Washington,0.127339422,1,4,Non-treated,2243Non-treatedP07,22,4
2014,23,P07,Washington,-0.971449355,2,4,Treated,2243Non-treatedP07,22,4
2014,23,P07,Washington,-0.798507696,3,4,Treated,2243Non-treatedP07,22,4
2014,23,P07,Washington,-1.1863879,4,4,Treated,2243Non-treatedP07,22,4
2016,24,Non-treated,Oregon,0,1,4,Treated,4349_40Non-treatedP07,12,4
2016,24,Non-treated,Oregon,0,2,4,Treated,4349_40Non-treatedP07,12,4
2016,24,Non-treated,Oregon,0,3,4,Treated,4349_40Non-treatedP07,12,4
2016,24,Non-treated,Oregon,0,4,4,Treated,4349_40Non-treatedP07,12,4
2016,24,P07,Oregon,-0.887303195,1,8,Treated,4349_40Non-treatedP07,12,4
2016,24,P07,Oregon,-0.470003629,2,8,Treated,4349_40Non-treatedP07,12,4
2016,24,P07,Oregon,-0.733969175,3,8,Treated,4349_40Non-treatedP07,12,4
2016,24,P07,Oregon,-0.503905181,4,8,Treated,4349_40Non-treatedP07,12,4
2016,24,49_40,Oregon,-1.041453875,1,8,Treated,4349_40Non-treatedP07,12,4
2016,24,49_40,Oregon,0.318453731,2,8,Treated,4349_40Non-treatedP07,12,4
2016,24,49_40,Oregon,-1.609437912,3,8,Treated,4349_40Non-treatedP07,12,4
2016,24,49_40,Oregon,-0.980829253,4,8,Treated,4349_40Non-treatedP07,12,4
2016,24,49_40,Oregon,-1.041453875,1,8,Treated,4349_40Non-treatedP07,12,4
2016,24,49_40,Oregon,0.318453731,2,8,Non-treated,4349_40Non-treatedP07,12,4
2016,24,49_40,Oregon,-0.385662481,3,8,Non-treated,4349_40Non-treatedP07,12,4
2016,24,49_40,Oregon,-1.232143681,4,8,Non-treated,4349_40Non-treatedP07,12,4
2016,24,43,Oregon,-1.446918983,1,4,Non-treated,4349_40Non-treatedP07,12,4
2016,24,43,Oregon,-0.470003629,2,4,Treated,4349_40Non-treatedP07,12,4
2016,24,43,Oregon,-1.832581464,3,4,Treated,4349_40Non-treatedP07,12,4
2016,24,43,Oregon,-1.568615918,4,4,Treated,4349_40Non-treatedP07,12,4
2016,24,P07,Oregon,-0.348306694,1,8,Treated,4349_40Non-treatedP07,12,4
2016,24,P07,Oregon,-0.133531393,2,8,Treated,4349_40Non-treatedP07,12,4
2016,24,P07,Oregon,-0.916290732,3,8,Treated,4349_40Non-treatedP07,12,4
2016,24,P07,Oregon,-0.875468737,4,8,Treated,4349_40Non-treatedP07,12,4
2016,25,Non-treated,Oregon,0,1,4,Treated,49_40Non-treatedP07,6,3
2016,25,Non-treated,Oregon,0,2,4,Treated,49_40Non-treatedP07,6,3
2016,25,Non-treated,Oregon,0,3,4,Treated,49_40Non-treatedP07,6,3
2016,25,Non-treated,Oregon,0,4,4,Treated,49_40Non-treatedP07,6,3
2016,25,P07,Oregon,0.283524062,1,4,Treated,49_40Non-treatedP07,6,3
2016,25,P07,Oregon,-0.116436959,2,4,Treated,49_40Non-treatedP07,6,3
2016,25,P07,Oregon,-0.205040476,3,4,Treated,49_40Non-treatedP07,6,3
2016,25,P07,Oregon,-0.192077732,4,4,Treated,49_40Non-treatedP07,6,3
2016,25,49_40,Oregon,-1.302746791,1,8,Treated,49_40Non-treatedP07,6,3
2016,25,49_40,Oregon,-2.311243156,2,8,Treated,49_40Non-treatedP07,6,3
2016,25,49_40,Oregon,-1.272579128,3,8,Treated,49_40Non-treatedP07,6,3
2016,25,49_40,Oregon,-1.123183549,4,8,Treated,49_40Non-treatedP07,6,3
2016,25,49_40,Oregon,-1.16730882,1,8,Treated,49_40Non-treatedP07,6,3
2016,25,49_40,Oregon,-0.919528727,2,8,Treated,49_40Non-treatedP07,6,3
2016,25,49_40,Oregon,-0.894870904,3,8,Treated,49_40Non-treatedP07,6,3
2016,25,49_40,Oregon,-1.436055871,4,8,Treated,49_40Non-treatedP07,6,3
2017,26,Non-treated,Oregon,0,1,5,Treated,4349_40Non-treatedP07,12,4
2017,26,Non-treated,Oregon,0,2,5,Non-treated,4349_40Non-treatedP07,12,4
2017,26,Non-treated,Oregon,0,3,5,Non-treated,4349_40Non-treatedP07,12,4
2017,26,Non-treated,Oregon,0,4,5,Non-treated,4349_40Non-treatedP07,12,4
2017,26,Non-treated,Oregon,0,5,5,Non-treated,4349_40Non-treatedP07,12,4
2017,26,P07,Oregon,0.711497576,1,10,Treated,4349_40Non-treatedP07,12,4
2017,26,P07,Oregon,1.168909929,2,10,Treated,4349_40Non-treatedP07,12,4
2017,26,P07,Oregon,-0.47420661,3,10,Treated,4349_40Non-treatedP07,12,4
2017,26,P07,Oregon,-1.511906187,4,10,Treated,4349_40Non-treatedP07,12,4
2017,26,P07,Oregon,0.168718738,5,10,Treated,4349_40Non-treatedP07,12,4
2017,26,43,Oregon,-1.829574254,1,5,Treated,4349_40Non-treatedP07,12,4
2017,26,43,Oregon,-1.64366406,2,5,Treated,4349_40Non-treatedP07,12,4
2017,26,43,Oregon,-1.201645425,3,5,Treated,4349_40Non-treatedP07,12,4
2017,26,43,Oregon,-2.971562564,4,5,Treated,4349_40Non-treatedP07,12,4
2017,26,43,Oregon,-2.001481514,5,5,Treated,4349_40Non-treatedP07,12,4
2017,26,49_40,Oregon,-0.897957306,1,15,Treated,4349_40Non-treatedP07,12,4
2017,26,49_40,Oregon,-1.223775432,2,15,Treated,4349_40Non-treatedP07,12,4
2017,26,49_40,Oregon,-2.129693485,3,15,Treated,4349_40Non-treatedP07,12,4
2017,26,49_40,Oregon,-2.099706994,4,15,Treated,4349_40Non-treatedP07,12,4
2017,26,49_40,Oregon,-2.638497483,5,15,Treated,4349_40Non-treatedP07,12,4
2017,26,49_40,Oregon,-1.454248264,1,15,Treated,4349_40Non-treatedP07,12,4
2017,26,49_40,Oregon,-1.94598074,2,15,Treated,4349_40Non-treatedP07,12,4
2017,26,49_40,Oregon,-1.743968414,3,15,Treated,4349_40Non-treatedP07,12,4
2017,26,49_40,Oregon,-2.811222169,4,15,Treated,4349_40Non-treatedP07,12,4
2017,26,49_40,Oregon,-2.906745179,5,15,Treated,4349_40Non-treatedP07,12,4
2017,26,49_40,Oregon,-1.561303932,1,15,Treated,4349_40Non-treatedP07,12,4
2017,26,49_40,Oregon,-2.581987809,2,15,Treated,4349_40Non-treatedP07,12,4
2017,26,49_40,Oregon,-2.564959148,3,15,Treated,4349_40Non-treatedP07,12,4
2017,26,49_40,Oregon,-3.398998463,4,15,Treated,4349_40Non-treatedP07,12,4
2017,26,49_40,Oregon,-2.906745179,5,15,Treated,4349_40Non-treatedP07,12,4
2017,26,P07,Oregon,0.699298607,1,10,Treated,4349_40Non-treatedP07,12,4
2017,26,P07,Oregon,0.211309094,2,10,Treated,4349_40Non-treatedP07,12,4
2017,26,P07,Oregon,0.417061115,3,10,Treated,4349_40Non-treatedP07,12,4
2017,26,P07,Oregon,-0.844332844,4,10,Treated,4349_40Non-treatedP07,12,4
2017,26,P07,Oregon,-0.168364829,5,10,Treated,4349_40Non-treatedP07,12,4
2017,27,M1,Oregon,-0.438254931,1,5,Treated,M1Non-treatedP07,2,3
2017,27,M1,Oregon,0.341524999,2,5,Treated,M1Non-treatedP07,2,3
2017,27,M1,Oregon,0.335879468,3,5,Non-treated,M1Non-treatedP07,2,3
2017,27,M1,Oregon,-0.108575555,4,5,Non-treated,M1Non-treatedP07,2,3
2017,27,M1,Oregon,-0.380772496,5,5,Non-treated,M1Non-treatedP07,2,3
2017,27,Non-treated,Oregon,0,1,5,Non-treated,M1Non-treatedP07,2,3
2017,27,Non-treated,Oregon,0,2,5,Non-treated,M1Non-treatedP07,2,3
2017,27,Non-treated,Oregon,0,3,5,Treated,M1Non-treatedP07,2,3
2017,27,Non-treated,Oregon,0,4,5,Treated,M1Non-treatedP07,2,3
2017,27,Non-treated,Oregon,0,5,5,Treated,M1Non-treatedP07,2,3
2017,27,P07,Oregon,-0.284109965,1,5,Treated,M1Non-treatedP07,2,3
2017,27,P07,Oregon,-0.202873146,2,5,Treated,M1Non-treatedP07,2,3
2017,27,P07,Oregon,0.75303602,3,5,Treated,M1Non-treatedP07,2,3
2017,27,P07,Oregon,-0.037740328,4,5,Treated,M1Non-treatedP07,2,3
2017,27,P07,Oregon,-1.098612289,5,5,Treated,M1Non-treatedP07,2,3
2017,28,21,Oregon,-1.778856064,1,4,Treated,2140BMM1Non-treated,26,5
2017,28,21,Oregon,-3.375879574,2,4,Treated,2140BMM1Non-treated,26,5
2017,28,21,Oregon,-2.538973871,3,4,Treated,2140BMM1Non-treated,26,5
2017,28,21,Oregon,-1.848454813,4,4,Treated,2140BMM1Non-treated,26,5
2017,28,M1,Oregon,-0.732887509,1,12,Treated,2140BMM1Non-treated,26,5
2017,28,M1,Oregon,-0.218879153,2,12,Treated,2140BMM1Non-treated,26,5
2017,28,M1,Oregon,-0.864997437,3,12,Treated,2140BMM1Non-treated,26,5
2017,28,M1,Oregon,-0.766649643,4,12,Treated,2140BMM1Non-treated,26,5
2017,28,M1,Oregon,-0.878069519,1,12,Treated,2140BMM1Non-treated,26,5
2017,28,M1,Oregon,0,2,12,Treated,2140BMM1Non-treated,26,5
2017,28,M1,Oregon,-0.719815428,3,12,Treated,2140BMM1Non-treated,26,5
2017,28,M1,Oregon,-0.801135819,4,12,Treated,2140BMM1Non-treated,26,5
2017,28,M1,Oregon,-0.84729786,1,12,Treated,2140BMM1Non-treated,26,5
2017,28,M1,Oregon,-0.52806743,2,12,Treated,2140BMM1Non-treated,26,5
2017,28,M1,Oregon,-1.888386305,3,12,Treated,2140BMM1Non-treated,26,5
2017,28,M1,Oregon,-0.952366788,4,12,Treated,2140BMM1Non-treated,26,5
2017,28,40,Oregon,-1.704748092,1,4,Treated,2140BMM1Non-treated,26,5
2017,28,40,Oregon,-2.459588842,2,4,Treated,2140BMM1Non-treated,26,5
2017,28,40,Oregon,-3.077970372,3,4,Treated,2140BMM1Non-treated,26,5
2017,28,40,Oregon,-1.708692871,4,4,Treated,2140BMM1Non-treated,26,5
2017,28,BM,Oregon,-0.139112802,1,4,Treated,2140BMM1Non-treated,26,5
2017,28,BM,Oregon,-0.262364264,2,4,Treated,2140BMM1Non-treated,26,5
2017,28,BM,Oregon,-0.581229264,3,4,Treated,2140BMM1Non-treated,26,5
2017,28,BM,Oregon,0.075793839,4,4,Treated,2140BMM1Non-treated,26,5
2017,28,Non-treated,Oregon,0,1,4,Treated,2140BMM1Non-treated,26,5
2017,28,Non-treated,Oregon,0,2,4,Treated,2140BMM1Non-treated,26,5
2017,28,Non-treated,Oregon,0,3,4,Treated,2140BMM1Non-treated,26,5
2017,28,Non-treated,Oregon,0,4,4,Treated,2140BMM1Non-treated,26,5
2018,30,Non-treated,Washington,0,1,3,Treated,223940Non-treated,23,4
2018,30,Non-treated,Washington,0,2,3,Treated,223940Non-treated,23,4
2018,30,Non-treated,Washington,0,3,3,Treated,223940Non-treated,23,4
2018,30,39,Washington,-1.488068453,1,3,Treated,223940Non-treated,23,4
2018,30,39,Washington,0.147308276,2,3,Treated,223940Non-treated,23,4
2018,30,39,Washington,-0.969404946,3,3,Treated,223940Non-treated,23,4
2018,30,22,Washington,-1.96771846,1,3,Treated,223940Non-treated,23,4
2018,30,22,Washington,-0.479578208,2,3,Treated,223940Non-treated,23,4
2018,30,22,Washington,0.225451722,3,3,Non-treated,223940Non-treated,23,4
2018,30,40,Washington,-2.335455206,1,3,Non-treated,223940Non-treated,23,4
2018,30,40,Washington,-0.77585269,2,3,Non-treated,223940Non-treated,23,4
2018,30,40,Washington,-0.534084379,3,3,Non-treated,223940Non-treated,23,4
2018,31,M1,Oregon,0.16141993,1,5,Treated,M1Non-treated,3,2
2018,31,M1,Oregon,-0.234069698,2,5,Treated,M1Non-treated,3,2
2018,31,M1,Oregon,0.450539924,3,5,Treated,M1Non-treated,3,2
2018,31,M1,Oregon,-0.401532662,4,5,Treated,M1Non-treated,3,2
2018,31,M1,Oregon,-1.413687158,5,5,Treated,M1Non-treated,3,2
2018,31,Non-treated,Oregon,0,1,5,Non-treated,M1Non-treated,3,2
2018,31,Non-treated,Oregon,0,2,5,Non-treated,M1Non-treated,3,2
2018,31,Non-treated,Oregon,0,3,5,Non-treated,M1Non-treated,3,2
2018,31,Non-treated,Oregon,0,4,5,Non-treated,M1Non-treated,3,2
2018,31,Non-treated,Oregon,0,5,5,Non-treated,M1Non-treated,3,2
2019,32,M1,Oregon,-0.81904867,1,5,Non-treated,M1Non-treated,3,2
2019,32,M1,Oregon,0.703307715,2,5,Non-treated,M1Non-treated,3,2
2019,32,M1,Oregon,-0.065234774,3,5,Non-treated,M1Non-treated,3,2
2019,32,M1,Oregon,0.099023733,4,5,Treated,M1Non-treated,3,2
2019,32,M1,Oregon,0.150520589,5,5,Treated,M1Non-treated,3,2
2019,32,Non-treated,Oregon,0,1,5,Treated,M1Non-treated,3,2
2019,32,Non-treated,Oregon,0,2,5,Treated,M1Non-treated,3,2
2019,32,Non-treated,Oregon,0,3,5,Treated,M1Non-treated,3,2
2019,32,Non-treated,Oregon,0,4,5,Treated,M1Non-treated,3,2
2019,32,Non-treated,Oregon,0,5,5,Treated,M1Non-treated,3,2
2019,33,Non-treated,Oregon,0,1,5,Treated,404349_40Non-treatedP07,19,5
2019,33,Non-treated,Oregon,0,2,5,Treated,404349_40Non-treatedP07,19,5
2019,33,Non-treated,Oregon,0,3,5,Treated,404349_40Non-treatedP07,19,5
2019,33,Non-treated,Oregon,0,4,5,Treated,404349_40Non-treatedP07,19,5
2019,33,Non-treated,Oregon,0,5,5,Treated,404349_40Non-treatedP07,19,5
2019,33,P07,Oregon,-1.22288109,1,25,Treated,404349_40Non-treatedP07,19,5
2019,33,P07,Oregon,-1.079814342,2,25,Treated,404349_40Non-treatedP07,19,5
2019,33,P07,Oregon,-0.722135622,3,25,Treated,404349_40Non-treatedP07,19,5
2019,33,P07,Oregon,-0.99153369,4,25,Treated,404349_40Non-treatedP07,19,5
2019,33,P07,Oregon,-1.251230599,5,25,Treated,404349_40Non-treatedP07,19,5
2019,33,P07,Oregon,-1.923698871,1,25,Treated,404349_40Non-treatedP07,19,5
2019,33,P07,Oregon,-2.004524787,2,25,Treated,404349_40Non-treatedP07,19,5
2019,33,P07,Oregon,-1.886205407,3,25,Treated,404349_40Non-treatedP07,19,5
2019,33,P07,Oregon,-1.746137959,4,25,Treated,404349_40Non-treatedP07,19,5
2019,33,P07,Oregon,-2.022630677,5,25,Treated,404349_40Non-treatedP07,19,5
2019,33,P07,Oregon,-2.206253535,1,25,Treated,404349_40Non-treatedP07,19,5
2019,33,P07,Oregon,-1.652090395,2,25,Treated,404349_40Non-treatedP07,19,5
2019,33,P07,Oregon,-1.587706528,3,25,Treated,404349_40Non-treatedP07,19,5
2019,33,P07,Oregon,-0.524020248,4,25,Treated,404349_40Non-treatedP07,19,5
2019,33,P07,Oregon,-1.36499293,5,25,Treated,404349_40Non-treatedP07,19,5
2019,33,43,Oregon,-3.264931079,1,5,Treated,404349_40Non-treatedP07,19,5
2019,33,43,Oregon,-3.048331206,2,5,Treated,404349_40Non-treatedP07,19,5
2019,33,43,Oregon,-3.412273885,3,5,Treated,404349_40Non-treatedP07,19,5
2019,33,43,Oregon,-2.574863709,4,5,Treated,404349_40Non-treatedP07,19,5
2019,33,43,Oregon,-2.83941409,5,5,Treated,404349_40Non-treatedP07,19,5
2019,33,49_40,Oregon,-2.601584453,1,10,Treated,404349_40Non-treatedP07,19,5
2019,33,49_40,Oregon,-3.222676593,2,10,Treated,404349_40Non-treatedP07,19,5
2019,33,49_40,Oregon,-2.509401128,3,10,Treated,404349_40Non-treatedP07,19,5
2019,33,49_40,Oregon,-3.064404803,4,10,Treated,404349_40Non-treatedP07,19,5
2019,33,49_40,Oregon,-2.950678737,5,10,Treated,404349_40Non-treatedP07,19,5
2019,33,P07,Oregon,-1.121344228,1,25,Treated,404349_40Non-treatedP07,19,5
2019,33,P07,Oregon,-1.125542492,2,25,Treated,404349_40Non-treatedP07,19,5
2019,33,P07,Oregon,-0.50352923,3,25,Treated,404349_40Non-treatedP07,19,5
2019,33,P07,Oregon,-0.638176965,4,25,Treated,404349_40Non-treatedP07,19,5
2019,33,P07,Oregon,-1.521147247,5,25,Treated,404349_40Non-treatedP07,19,5
2019,33,P07,Oregon,-1.613195076,1,25,Treated,404349_40Non-treatedP07,19,5
2019,33,P07,Oregon,-1.848370471,2,25,Treated,404349_40Non-treatedP07,19,5
2019,33,P07,Oregon,-0.889192011,3,25,Treated,404349_40Non-treatedP07,19,5
2019,33,P07,Oregon,-1.665006781,4,25,Treated,404349_40Non-treatedP07,19,5
2019,33,P07,Oregon,-2.228473429,5,25,Treated,404349_40Non-treatedP07,19,5
2019,33,49_40,Oregon,-1.444113483,1,10,Treated,404349_40Non-treatedP07,19,5
2019,33,49_40,Oregon,-1.848370471,2,10,Treated,404349_40Non-treatedP07,19,5
2019,33,49_40,Oregon,-2.042780314,3,10,Treated,404349_40Non-treatedP07,19,5
2019,33,49_40,Oregon,-1.577995404,4,10,Treated,404349_40Non-treatedP07,19,5
2019,33,49_40,Oregon,-1.672957462,5,10,Treated,404349_40Non-treatedP07,19,5
2019,33,40,Oregon,-4.152163684,1,5,Treated,404349_40Non-treatedP07,19,5
2019,33,40,Oregon,-3.86932194,2,5,Treated,404349_40Non-treatedP07,19,5
2019,33,40,Oregon,-1.802817305,3,5,Treated,404349_40Non-treatedP07,19,5
2019,33,40,Oregon,-2.964289765,4,5,Treated,404349_40Non-treatedP07,19,5
2019,33,40,Oregon,-2.648362057,5,5,Treated,404349_40Non-treatedP07,19,5
2019,34,Non-treated,Oregon,0,1,5,Treated,Non-treated,1,1
2019,34,Non-treated,Oregon,0,2,5,Treated,Non-treated,1,1
2019,34,Non-treated,Oregon,0,3,5,Treated,Non-treated,1,1
2020,35,Non-treated,Oregon,0,1,5,Non-treated,4114349_4BMNon-treatedU17,14,7
2020,35,Non-treated,Oregon,0,2,5,Treated,4114349_4BMNon-treatedU17,14,7
2020,35,Non-treated,Oregon,0,3,5,Treated,4114349_4BMNon-treatedU17,14,7
2020,35,Non-treated,Oregon,0,4,5,Treated,4114349_4BMNon-treatedU17,14,7
2020,35,Non-treated,Oregon,0,5,5,Treated,4114349_4BMNon-treatedU17,14,7
2020,35,U17,Oregon,-0.476668674,1,5,Treated,4114349_4BMNon-treatedU17,14,7
2020,35,U17,Oregon,-0.583820281,2,5,Treated,4114349_4BMNon-treatedU17,14,7
2020,35,U17,Oregon,-0.615454616,3,5,Treated,4114349_4BMNon-treatedU17,14,7
2020,35,U17,Oregon,-0.426698358,4,5,Treated,4114349_4BMNon-treatedU17,14,7
2020,35,U17,Oregon,-0.759877155,5,5,Treated,4114349_4BMNon-treatedU17,14,7
2020,35,11,Oregon,-0.209567523,1,15,Treated,4114349_4BMNon-treatedU17,14,7
2020,35,11,Oregon,-0.189052332,2,15,Treated,4114349_4BMNon-treatedU17,14,7
2020,35,11,Oregon,-0.054100362,3,15,Treated,4114349_4BMNon-treatedU17,14,7
2020,35,11,Oregon,-0.554726973,4,15,Treated,4114349_4BMNon-treatedU17,14,7
2020,35,11,Oregon,-0.606073266,5,15,Treated,4114349_4BMNon-treatedU17,14,7
2020,35,11,Oregon,-0.135504416,1,15,Treated,4114349_4BMNon-treatedU17,14,7
2020,35,11,Oregon,-0.438939165,2,15,Treated,4114349_4BMNon-treatedU17,14,7
2020,35,11,Oregon,-0.615454616,3,15,Treated,4114349_4BMNon-treatedU17,14,7
2020,35,11,Oregon,-0.598601642,4,15,Treated,4114349_4BMNon-treatedU17,14,7
2020,35,11,Oregon,-0.837032791,5,15,Treated,4114349_4BMNon-treatedU17,14,7
2020,35,11,Oregon,-0.516976747,1,15,Treated,4114349_4BMNon-treatedU17,14,7
2020,35,11,Oregon,-0.698544911,2,15,Treated,4114349_4BMNon-treatedU17,14,7
2020,35,11,Oregon,-0.003597368,3,15,Treated,4114349_4BMNon-treatedU17,14,7
2020,35,11,Oregon,-0.602687247,4,15,Treated,4114349_4BMNon-treatedU17,14,7
2020,35,11,Oregon,-0.879781082,5,15,Treated,4114349_4BMNon-treatedU17,14,7
2020,35,BM,Oregon,-0.10099851,1,10,Treated,4114349_4BMNon-treatedU17,14,7
2020,35,BM,Oregon,-0.078353314,2,10,Treated,4114349_4BMNon-treatedU17,14,7
2020,35,BM,Oregon,0.019227141,3,10,Treated,4114349_4BMNon-treatedU17,14,7
2020,35,BM,Oregon,0.065063383,4,10,Treated,4114349_4BMNon-treatedU17,14,7
2020,35,BM,Oregon,-0.040051186,5,10,Treated,4114349_4BMNon-treatedU17,14,7
2020,35,BM,Oregon,-0.114658489,1,10,Treated,4114349_4BMNon-treatedU17,14,7
2020,35,BM,Oregon,-0.293357665,2,10,Treated,4114349_4BMNon-treatedU17,14,7
2020,35,BM,Oregon,-0.024228567,3,10,Treated,4114349_4BMNon-treatedU17,14,7
2020,35,BM,Oregon,-0.223844778,4,10,Treated,4114349_4BMNon-treatedU17,14,7
2020,35,BM,Oregon,-0.486215796,5,10,Treated,4114349_4BMNon-treatedU17,14,7
2020,35,49_4,Oregon,-0.468471742,1,10,Treated,4114349_4BMNon-treatedU17,14,7
2020,35,49_4,Oregon,-0.487632898,2,10,Treated,4114349_4BMNon-treatedU17,14,7
2020,35,49_4,Oregon,-0.220006435,3,10,Treated,4114349_4BMNon-treatedU17,14,7
2020,35,49_4,Oregon,-0.629660683,4,10,Treated,4114349_4BMNon-treatedU17,14,7
2020,35,49_4,Oregon,-0.408300041,5,10,Treated,4114349_4BMNon-treatedU17,14,7
2020,35,49_4,Oregon,-0.367611279,1,10,Treated,4114349_4BMNon-treatedU17,14,7
2020,35,49_4,Oregon,-0.70858751,2,10,Treated,4114349_4BMNon-treatedU17,14,7
2020,35,49_4,Oregon,-0.441101415,3,10,Treated,4114349_4BMNon-treatedU17,14,7
2020,35,49_4,Oregon,-0.291987274,4,10,Treated,4114349_4BMNon-treatedU17,14,7
2020,35,49_4,Oregon,-0.756654106,5,10,Treated,4114349_4BMNon-treatedU17,14,7
2020,35,4,Oregon,-0.292291864,1,5,Treated,4114349_4BMNon-treatedU17,14,7
2020,35,4,Oregon,-0.698544911,2,5,Treated,4114349_4BMNon-treatedU17,14,7
2020,35,4,Oregon,-0.437387575,3,5,Treated,4114349_4BMNon-treatedU17,14,7
2020,35,4,Oregon,-0.260965557,4,5,Treated,4114349_4BMNon-treatedU17,14,7
2020,35,4,Oregon,-0.440616764,5,5,Treated,4114349_4BMNon-treatedU17,14,7
2020,35,43,Oregon,-0.447469834,1,5,Treated,4114349_4BMNon-treatedU17,14,7
2020,35,43,Oregon,-0.382744322,2,5,Non-treated,4114349_4BMNon-treatedU17,14,7
2020,35,43,Oregon,-0.386789592,3,5,Non-treated,4114349_4BMNon-treatedU17,14,7
2020,35,43,Oregon,-0.545017955,4,5,Non-treated,4114349_4BMNon-treatedU17,14,7
2020,35,43,Oregon,-0.4220225,5,5,Non-treated,4114349_4BMNon-treatedU17,14,7
2020,36,M1,Oregon,0.018583842,1,5,Treated,BMM1Non-treated,4,3
2020,36,M1,Oregon,-0.610358571,2,5,Treated,BMM1Non-treated,4,3
2020,36,M1,Oregon,-0.929765608,3,5,Treated,BMM1Non-treated,4,3
2020,36,M1,Oregon,-0.300313825,4,5,Treated,BMM1Non-treated,4,3
2020,36,M1,Oregon,-0.174248902,5,5,Treated,BMM1Non-treated,4,3
2020,36,Non-treated,Oregon,0,1,5,Non-treated,BMM1Non-treated,4,3
2020,36,Non-treated,Oregon,0,2,5,Treated,BMM1Non-treated,4,3
2020,36,Non-treated,Oregon,0,3,5,Treated,BMM1Non-treated,4,3
2020,36,Non-treated,Oregon,0,4,5,Treated,BMM1Non-treated,4,3
2020,36,Non-treated,Oregon,0,5,5,Treated,BMM1Non-treated,4,3
2020,36,BM,Oregon,-0.132692487,1,10,Treated,BMM1Non-treated,4,3
2020,36,BM,Oregon,-0.13017467,2,10,Treated,BMM1Non-treated,4,3
2020,36,BM,Oregon,-0.082963374,3,10,Treated,BMM1Non-treated,4,3
2020,36,BM,Oregon,-0.5256797,4,10,Treated,BMM1Non-treated,4,3
2020,36,BM,Oregon,0.287408486,5,10,Treated,BMM1Non-treated,4,3
2020,36,BM,Oregon,0.117131943,1,10,Treated,BMM1Non-treated,4,3
2020,36,BM,Oregon,-0.32468582,2,10,Treated,BMM1Non-treated,4,3
2020,36,BM,Oregon,-0.425831862,3,10,Treated,BMM1Non-treated,4,3
2020,36,BM,Oregon,-0.418400176,4,10,Treated,BMM1Non-treated,4,3
2020,36,BM,Oregon,0.051237302,5,10,Treated,BMM1Non-treated,4,3
2021,37,M1,Oregon,-0.622314132,1,5,Treated,M1Non-treated,3,2
